Transaction_ID,Transaction_Date,Warehouse_Name,City,Product_Category,Product_Name,Supplier_Name,Batch_Number,Inventory_Type,Quantity_Received,Quantity_Dispatched,Damaged_Units,Missing_Units,Unit_Cost_GBP,Selling_Price_GBP,Storage_Section,Employee_Handling,Dispatch_Status,Delivery_Days,Temperature_Controlled,Stock_Audit_Status,Customer_Returns
TXN100425,15-05-2026,Liverpool Logistics,Manchester,Home Appliances,Vacuum Cleaner,London Trade Corp,BATCH-4102,Outbound,108,50,32,17,1031.15,1438.91,D2,Charlie Davies,Slightly Delayed,4,No,Passed,19
TXN100426,23-04-2025,Liverpool Logistics,Liverpool,Pharma,Bandages,Prime Wholesale UK,BATCH-4492,Inbound,386,103,6,14,1051.95,1827.64,D2,Charlie Davies,Delayed,8,No,Failed,6
TXN100427,14-03-2025,Liverpool Logistics,Glasgow,Fashion,Jeans,Tesco Supply Ltd,BATCH-1486,Inbound,895,26,23,0,93.11,104.38,B2,Jack Taylor,On Time,2,Yes,Passed,7
TXN100428,12-04-2026,Birmingham Distribution,Bristol,Pharma,Vitamin Tablets,ASDA Distribution,BATCH-6544,Inbound,397,303,15,5,239.21,292.61,C1,Emily Harris,Slightly Delayed,5,Yes,Passed,11
TXN100429,09-04-2025,Glasgow Warehouse,Glasgow,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-5006,Inbound,589,464,4,3,177.6,310.25,B2,Jack Taylor,Slightly Delayed,4,Yes,Passed,10
TXN100430,08-01-2026,Newcastle Depot,Manchester,Grocery,Rice Pack,Sainsbury Logistics,BATCH-9333,Outbound,694,306,8,16,1162.22,1999.12,C2,Emily Harris,Slightly Delayed,4,No,Passed,5
TXN100431,29-11-2025,Liverpool Logistics,Liverpool,Pharma,Cough Syrup,Prime Wholesale UK,BATCH-4840,Outbound,588,514,31,15,325.66,449.63,B2,Jack Taylor,Delayed,10,No,Passed,12
TXN100432,16-08-2025,Liverpool Logistics,London,Home Appliances,Vacuum Cleaner,Prime Wholesale UK,BATCH-9392,Outbound,912,403,16,17,106.29,172.84,D1,Emily Harris,Slightly Delayed,5,No,Passed,13
TXN100433,16-05-2025,Glasgow Warehouse,Manchester,Fashion,Sneakers,Britannia Pharma,BATCH-9220,Inbound,873,529,20,8,461.93,566.19,C1,Noah Wilson,Slightly Delayed,4,Yes,Passed,3
TXN100434,17-01-2026,Leeds Fulfillment,Liverpool,Electronics,Smartphone,Sainsbury Logistics,BATCH-9898,Outbound,89,89,12,10,239.99,319.3,A1,Jack Taylor,Slightly Delayed,5,No,Passed,11
TXN100435,20-03-2026,Liverpool Logistics,Liverpool,Fashion,T-Shirt,Prime Wholesale UK,BATCH-4829,Outbound,891,613,0,15,786.64,1410.05,D2,Charlie Davies,On Time,3,Yes,Passed,10
TXN100436,11-07-2025,Birmingham Distribution,Leeds,Grocery,Tea Bags,Tesco Supply Ltd,BATCH-9188,Outbound,838,734,26,6,529.22,898.12,C2,Noah Wilson,On Time,1,No,Passed,13
TXN100437,20-03-2025,Glasgow Warehouse,Bristol,Fashion,Handbag,Northern Supply Chain,BATCH-4345,Outbound,356,186,37,0,683.26,766.99,A2,Amelia Clark,On Time,3,Yes,Failed,15
TXN100438,01-04-2025,Newcastle Depot,London,Electronics,Smartphone,Sainsbury Logistics,BATCH-4260,Inbound,633,482,40,9,116.42,136.56,D1,Jack Taylor,Delayed,9,Yes,Passed,7
TXN100439,20-07-2025,Manchester Storage,Birmingham,Pharma,Paracetamol,Northern Supply Chain,BATCH-8835,Inbound,515,49,23,16,18.2,24.18,D1,Noah Wilson,Delayed,7,Yes,Passed,6
TXN100440,14-04-2025,Newcastle Depot,Leeds,Pharma,Bandages,UK Retail Goods,BATCH-1121,Inbound,887,746,30,5,726.43,1276.63,D2,Harry Johnson,Delayed,10,No,Passed,19
TXN100441,28-05-2025,Newcastle Depot,Glasgow,Grocery,Cereal,Britannia Pharma,BATCH-7407,Inbound,386,311,31,14,557.92,628.98,D1,Noah Wilson,On Time,2,Yes,Passed,19
TXN100442,03-05-2025,Birmingham Distribution,Leeds,Fashion,T-Shirt,Britannia Pharma,BATCH-2093,Inbound,443,357,11,18,119.16,189.35,D2,Amelia Clark,On Time,1,Yes,Failed,11
TXN100443,25-08-2025,Newcastle Depot,Bristol,Electronics,Laptop,London Trade Corp,BATCH-7542,Inbound,566,353,26,14,201.98,251.5,D1,Oliver Smith,On Time,1,Yes,Passed,8
TXN100444,01-01-2026,Birmingham Distribution,Newcastle,Electronics,Tablet,Britannia Pharma,BATCH-3643,Inbound,384,363,29,15,556.32,644.1,A1,Harry Johnson,Slightly Delayed,4,Yes,Failed,9
TXN100445,20-03-2025,Birmingham Distribution,Liverpool,Electronics,Keyboard,Tesco Supply Ltd,BATCH-9721,Inbound,809,420,10,2,807.31,894.38,D2,Oliver Smith,Slightly Delayed,5,Yes,Passed,12
TXN100446,11-07-2025,Liverpool Logistics,Manchester,Pharma,Bandages,Tesco Supply Ltd,BATCH-7908,Inbound,103,96,0,1,928.03,1519.17,A1,Charlie Davies,Slightly Delayed,4,Yes,Failed,21
TXN100447,15-06-2025,Liverpool Logistics,Liverpool,Electronics,Tablet,Northern Supply Chain,BATCH-8010,Inbound,953,118,10,5,57.59,84.01,B2,Noah Wilson,Slightly Delayed,6,Yes,Passed,11
TXN100448,03-12-2025,Glasgow Warehouse,London,Pharma,Vitamin Tablets,ASDA Distribution,BATCH-4580,Outbound,65,45,20,0,470.08,668.05,C1,Emily Harris,On Time,2,Yes,Passed,22
TXN100449,20-06-2025,Glasgow Warehouse,Newcastle,Home Appliances,Vacuum Cleaner,ASDA Distribution,BATCH-6490,Inbound,307,68,38,10,1177.79,1869.65,D2,Amelia Clark,On Time,3,Yes,Passed,16
TXN100450,14-11-2025,Birmingham Distribution,Glasgow,Home Appliances,Mixer,Prime Wholesale UK,BATCH-5859,Inbound,288,30,39,3,374.07,604.7,B1,Amelia Clark,Slightly Delayed,4,Yes,Passed,20
TXN100451,12-06-2025,London Central Hub,Bristol,Electronics,Tablet,Britannia Pharma,BATCH-1388,Inbound,995,762,38,14,888.41,1181.66,C2,Charlie Davies,Slightly Delayed,5,Yes,Passed,6
TXN100452,04-04-2025,London Central Hub,Manchester,Home Appliances,Mixer,Prime Wholesale UK,BATCH-2146,Inbound,978,959,15,7,731.64,1000.18,A1,George Brown,Slightly Delayed,6,Yes,Passed,4
TXN100453,09-06-2025,Liverpool Logistics,Liverpool,Electronics,Tablet,Northern Supply Chain,BATCH-3890,Inbound,656,582,13,7,611.37,854.92,C1,Jack Taylor,Delayed,8,No,Passed,20
TXN100454,27-03-2025,Bristol Supply Hub,Bristol,Grocery,Coffee,Sainsbury Logistics,BATCH-8897,Inbound,933,820,30,2,1141.46,1542.92,D1,Amelia Clark,Delayed,7,Yes,Passed,24
TXN100455,15-10-2025,Manchester Storage,Glasgow,Pharma,Vitamin Tablets,Sainsbury Logistics,BATCH-8688,Inbound,616,199,16,12,559.06,792.48,B1,Noah Wilson,Delayed,7,Yes,Passed,0
TXN100456,07-06-2025,Manchester Storage,Bristol,Home Appliances,Microwave,Tesco Supply Ltd,BATCH-3039,Outbound,553,434,26,12,1164.74,1585.45,B1,Noah Wilson,Delayed,8,No,Passed,8
TXN100457,05-05-2025,Glasgow Warehouse,London,Pharma,Bandages,Sainsbury Logistics,BATCH-5281,Outbound,700,397,3,20,465.47,650.18,B1,Jack Taylor,Slightly Delayed,4,Yes,Passed,19
TXN100458,14-05-2026,Liverpool Logistics,Bristol,Home Appliances,Vacuum Cleaner,Sainsbury Logistics,BATCH-7993,Outbound,62,27,5,20,855.37,1171.04,C1,Amelia Clark,Delayed,10,No,Failed,23
TXN100459,24-12-2025,Birmingham Distribution,Newcastle,Fashion,Jacket,Tesco Supply Ltd,BATCH-2587,Inbound,161,108,9,8,899.73,1575.44,D1,Amelia Clark,Delayed,7,No,Passed,23
TXN100460,19-08-2025,Liverpool Logistics,Birmingham,Fashion,Jeans,UK Retail Goods,BATCH-1966,Inbound,230,115,11,4,241.63,296.57,B2,Jack Taylor,On Time,2,No,Passed,14
TXN100461,02-02-2025,Liverpool Logistics,Newcastle,Home Appliances,Mixer,Prime Wholesale UK,BATCH-2651,Inbound,939,671,10,2,355.29,484.76,A1,Jack Taylor,Slightly Delayed,5,Yes,Passed,21
TXN100462,23-04-2026,Glasgow Warehouse,Bristol,Home Appliances,Mixer,London Trade Corp,BATCH-7074,Outbound,149,74,33,0,453.92,664.56,C2,Noah Wilson,Slightly Delayed,5,No,Passed,21
TXN100463,07-01-2026,Birmingham Distribution,London,Fashion,T-Shirt,ASDA Distribution,BATCH-9693,Outbound,675,78,22,10,968.49,1067.43,B2,Charlie Davies,Delayed,7,No,Passed,19
TXN100464,09-01-2025,London Central Hub,Glasgow,Fashion,Handbag,Prime Wholesale UK,BATCH-4826,Outbound,473,358,12,0,1183.49,2095.11,D1,Harry Johnson,Slightly Delayed,6,No,Passed,13
TXN100465,25-03-2026,London Central Hub,Birmingham,Fashion,Jacket,Prime Wholesale UK,BATCH-2426,Outbound,801,414,18,19,238.12,285.79,D2,George Brown,Delayed,9,No,Passed,3
TXN100466,24-02-2025,London Central Hub,Birmingham,Fashion,Handbag,London Trade Corp,BATCH-7283,Outbound,296,144,13,5,905.14,1413.67,B2,Jack Taylor,On Time,2,No,Passed,21
TXN100467,23-04-2026,Manchester Storage,Glasgow,Electronics,Tablet,Northern Supply Chain,BATCH-7252,Outbound,994,567,40,15,113.08,179.15,B2,Noah Wilson,Slightly Delayed,4,No,Passed,3
TXN100468,21-10-2025,Glasgow Warehouse,Bristol,Pharma,Paracetamol,Tesco Supply Ltd,BATCH-6092,Inbound,164,42,21,18,1124.97,1823.84,B2,Amelia Clark,On Time,2,No,Passed,10
TXN100469,16-03-2025,Leeds Fulfillment,Liverpool,Pharma,Vitamin Tablets,Prime Wholesale UK,BATCH-8467,Inbound,582,247,6,12,15.98,27.11,C1,George Brown,Slightly Delayed,6,Yes,Passed,19
TXN100470,30-05-2025,Bristol Supply Hub,London,Pharma,Cough Syrup,London Trade Corp,BATCH-3501,Inbound,564,146,17,18,576.55,968.65,B2,Oliver Smith,Delayed,8,Yes,Passed,15
TXN100471,28-06-2025,Bristol Supply Hub,Manchester,Fashion,Sneakers,Britannia Pharma,BATCH-5626,Inbound,884,695,10,0,659.79,881.6,D1,Harry Johnson,Delayed,8,Yes,Passed,10
TXN100472,23-12-2025,Birmingham Distribution,Liverpool,Home Appliances,Mixer,UK Retail Goods,BATCH-4205,Inbound,920,746,19,14,787.29,1184.09,C2,Harry Johnson,Delayed,8,Yes,Passed,12
TXN100473,02-03-2025,Glasgow Warehouse,Bristol,Fashion,Jeans,Sainsbury Logistics,BATCH-7619,Inbound,998,77,6,11,1169.12,1433.04,A1,Harry Johnson,On Time,1,Yes,Failed,12
TXN100474,03-02-2026,Bristol Supply Hub,Leeds,Fashion,Sneakers,Prime Wholesale UK,BATCH-7018,Inbound,754,630,11,20,895.51,1471.41,A2,Harry Johnson,On Time,2,Yes,Passed,3
TXN100475,11-02-2026,Bristol Supply Hub,Newcastle,Fashion,Handbag,Northern Supply Chain,BATCH-5888,Inbound,280,31,37,18,1184.88,1701.07,A2,Charlie Davies,On Time,2,Yes,Passed,22
TXN100476,08-09-2025,Manchester Storage,Liverpool,Home Appliances,Vacuum Cleaner,ASDA Distribution,BATCH-3960,Inbound,465,436,1,12,669.49,987.83,A1,Emily Harris,Delayed,9,No,Passed,3
TXN100477,13-02-2025,Leeds Fulfillment,Glasgow,Electronics,Tablet,Sainsbury Logistics,BATCH-7931,Inbound,638,231,10,2,677.18,1148.51,B2,Jack Taylor,On Time,1,Yes,Failed,16
TXN100478,07-11-2025,Liverpool Logistics,Manchester,Pharma,Bandages,Tesco Supply Ltd,BATCH-4884,Inbound,193,167,31,10,629.59,1127.1,B2,George Brown,Slightly Delayed,6,No,Passed,6
TXN100479,08-02-2025,Leeds Fulfillment,Bristol,Grocery,Cereal,Sainsbury Logistics,BATCH-7554,Outbound,615,241,37,11,336.49,541.87,A2,Jack Taylor,Delayed,7,No,Passed,22
TXN100480,01-01-2026,Birmingham Distribution,Bristol,Grocery,Cereal,Sainsbury Logistics,BATCH-6183,Outbound,258,38,40,8,1194.45,1896.5,D1,Oliver Smith,Slightly Delayed,4,Yes,Passed,2
TXN100481,11-04-2026,Leeds Fulfillment,Birmingham,Pharma,Paracetamol,UK Retail Goods,BATCH-5483,Inbound,594,132,35,13,83.82,129.76,A2,Amelia Clark,Slightly Delayed,6,Yes,Passed,12
TXN100482,28-06-2025,Leeds Fulfillment,Leeds,Electronics,Laptop,ASDA Distribution,BATCH-1785,Inbound,229,154,19,18,986.51,1423.27,C2,Amelia Clark,Delayed,9,Yes,Passed,11
TXN100483,15-03-2025,Leeds Fulfillment,London,Home Appliances,Air Fryer,London Trade Corp,BATCH-5081,Outbound,538,150,16,0,825.56,1320.28,D2,George Brown,On Time,3,No,Passed,11
TXN100484,06-06-2025,Manchester Storage,Leeds,Fashion,Handbag,Northern Supply Chain,BATCH-6123,Inbound,343,161,27,16,1130.3,1940.69,A2,Harry Johnson,Slightly Delayed,4,Yes,Passed,2
TXN100485,08-05-2026,Birmingham Distribution,Newcastle,Grocery,Cereal,Prime Wholesale UK,BATCH-9437,Inbound,108,30,18,17,1115.86,1858.85,D1,Oliver Smith,On Time,1,Yes,Failed,23
TXN100486,17-12-2025,Newcastle Depot,Birmingham,Electronics,Monitor,UK Retail Goods,BATCH-3864,Inbound,769,567,22,7,1193.1,1864.6,C2,George Brown,Delayed,9,No,Passed,1
TXN100487,12-03-2026,Manchester Storage,Leeds,Fashion,T-Shirt,Britannia Pharma,BATCH-8915,Outbound,438,107,23,3,408.86,644.1,C1,Noah Wilson,Delayed,9,Yes,Passed,23
TXN100488,02-04-2026,Newcastle Depot,London,Home Appliances,Air Fryer,London Trade Corp,BATCH-1096,Outbound,272,256,19,20,621.06,1071.57,C2,Jack Taylor,Delayed,8,No,Passed,3
TXN100489,12-04-2025,Birmingham Distribution,Bristol,Electronics,Smartphone,ASDA Distribution,BATCH-8985,Inbound,961,759,11,12,428.67,501.95,B1,Jack Taylor,Delayed,8,Yes,Passed,15
TXN100490,03-12-2025,Birmingham Distribution,Birmingham,Fashion,Sneakers,London Trade Corp,BATCH-8110,Inbound,356,206,27,5,646.03,832.5,C2,Noah Wilson,Delayed,8,Yes,Passed,6
TXN100491,01-05-2026,Leeds Fulfillment,Manchester,Pharma,Paracetamol,Northern Supply Chain,BATCH-9012,Outbound,186,121,26,10,1081.69,1311.24,B1,Charlie Davies,Slightly Delayed,4,No,Passed,16
TXN100492,27-01-2025,Glasgow Warehouse,Bristol,Fashion,Jeans,Tesco Supply Ltd,BATCH-8116,Outbound,162,47,1,4,190.87,276.76,C1,Jack Taylor,Slightly Delayed,4,No,Passed,2
TXN100493,25-12-2025,Bristol Supply Hub,Liverpool,Fashion,Jeans,Prime Wholesale UK,BATCH-2688,Inbound,682,176,32,5,303.11,496.1,B2,George Brown,Slightly Delayed,5,Yes,Passed,3
TXN100494,19-03-2026,Bristol Supply Hub,Leeds,Grocery,Tea Bags,UK Retail Goods,BATCH-4633,Outbound,89,55,12,4,514.43,787.86,D1,Emily Harris,On Time,2,Yes,Passed,16
TXN100495,07-05-2025,London Central Hub,Birmingham,Fashion,Jacket,Tesco Supply Ltd,BATCH-1008,Inbound,361,76,17,11,340.26,457.89,C2,Noah Wilson,Delayed,7,No,Passed,15
TXN100496,09-12-2025,Birmingham Distribution,Glasgow,Pharma,Paracetamol,London Trade Corp,BATCH-6920,Outbound,491,114,16,15,439.48,577.06,B2,Jack Taylor,On Time,2,Yes,Passed,18
TXN100497,11-05-2026,Liverpool Logistics,Liverpool,Fashion,Jacket,Prime Wholesale UK,BATCH-2616,Inbound,958,128,8,20,892.39,1056.81,C2,Jack Taylor,Delayed,10,No,Failed,24
TXN100498,02-04-2026,Glasgow Warehouse,Glasgow,Grocery,Cereal,Prime Wholesale UK,BATCH-2923,Outbound,788,177,2,4,234.09,347.7,A2,Emily Harris,Slightly Delayed,5,No,Failed,16
TXN100499,11-02-2026,Liverpool Logistics,Bristol,Home Appliances,Mixer,Prime Wholesale UK,BATCH-9723,Inbound,220,173,17,4,351.14,621.19,B1,Emily Harris,On Time,1,No,Failed,17
TXN100500,23-12-2025,Newcastle Depot,Leeds,Fashion,T-Shirt,Britannia Pharma,BATCH-4609,Outbound,671,298,13,5,9.3,13.95,C1,Harry Johnson,Delayed,10,Yes,Passed,7
TXN100501,19-05-2025,London Central Hub,Liverpool,Electronics,Keyboard,UK Retail Goods,BATCH-9758,Inbound,293,169,2,20,182.03,312.82,A1,Charlie Davies,On Time,3,No,Failed,10
TXN100502,26-02-2026,Leeds Fulfillment,Birmingham,Electronics,Keyboard,Britannia Pharma,BATCH-1256,Inbound,320,88,26,19,357.4,639.63,D1,Jack Taylor,On Time,1,Yes,Passed,14
TXN100503,17-08-2025,Bristol Supply Hub,Glasgow,Grocery,Coffee,Sainsbury Logistics,BATCH-8848,Inbound,325,124,37,20,970.24,1578.61,D2,George Brown,On Time,3,No,Passed,5
TXN100504,23-02-2026,Liverpool Logistics,Manchester,Grocery,Cooking Oil,Sainsbury Logistics,BATCH-2180,Outbound,633,522,11,20,342.04,450.51,B2,Emily Harris,On Time,3,No,Passed,3
TXN100505,28-02-2026,London Central Hub,Birmingham,Home Appliances,Vacuum Cleaner,UK Retail Goods,BATCH-2369,Outbound,794,788,0,19,124.18,169.98,B1,Oliver Smith,On Time,2,Yes,Passed,25
TXN100506,22-02-2026,Glasgow Warehouse,Newcastle,Electronics,Keyboard,Sainsbury Logistics,BATCH-4994,Inbound,803,366,5,6,171.38,279.65,C1,Harry Johnson,Delayed,8,Yes,Passed,1
TXN100507,27-04-2025,Birmingham Distribution,Glasgow,Electronics,Keyboard,Britannia Pharma,BATCH-4700,Outbound,353,72,32,13,174.49,303.35,A2,Emily Harris,On Time,1,Yes,Passed,3
TXN100508,04-04-2026,Birmingham Distribution,Birmingham,Grocery,Rice Pack,Northern Supply Chain,BATCH-9691,Outbound,338,202,4,19,403.8,546.08,B1,Amelia Clark,On Time,2,Yes,Passed,21
TXN100509,08-02-2026,Birmingham Distribution,Birmingham,Pharma,Cough Syrup,London Trade Corp,BATCH-3421,Outbound,406,73,17,15,795.77,1395.0,D2,Emily Harris,On Time,2,Yes,Passed,3
TXN100510,30-06-2025,Bristol Supply Hub,Newcastle,Home Appliances,Air Fryer,Northern Supply Chain,BATCH-6463,Inbound,794,305,9,2,391.05,465.07,B2,Amelia Clark,Delayed,7,No,Passed,17
TXN100511,02-01-2026,Liverpool Logistics,Manchester,Fashion,Handbag,UK Retail Goods,BATCH-6926,Inbound,596,524,34,17,986.58,1350.86,B2,Oliver Smith,Delayed,10,No,Passed,17
TXN100512,31-05-2025,Bristol Supply Hub,Liverpool,Fashion,Jeans,UK Retail Goods,BATCH-4679,Inbound,993,132,3,11,436.23,739.2,B1,Harry Johnson,On Time,3,Yes,Passed,12
TXN100513,16-01-2025,Birmingham Distribution,Manchester,Electronics,Monitor,UK Retail Goods,BATCH-2262,Inbound,430,47,6,18,93.16,157.09,D1,George Brown,On Time,3,Yes,Passed,15
TXN100514,27-05-2025,London Central Hub,London,Grocery,Cereal,Sainsbury Logistics,BATCH-9245,Inbound,765,326,30,13,868.46,1225.21,A1,Amelia Clark,On Time,1,No,Passed,21
TXN100515,20-05-2025,Bristol Supply Hub,Birmingham,Fashion,Handbag,UK Retail Goods,BATCH-7560,Inbound,778,284,36,16,370.71,466.77,B2,Amelia Clark,On Time,3,Yes,Failed,23
TXN100516,26-03-2025,Glasgow Warehouse,Bristol,Home Appliances,Mixer,UK Retail Goods,BATCH-5422,Inbound,886,729,29,15,379.26,587.6,A2,Harry Johnson,Delayed,7,No,Passed,19
TXN100517,23-01-2026,Liverpool Logistics,Liverpool,Pharma,Paracetamol,Tesco Supply Ltd,BATCH-4937,Outbound,295,164,10,17,132.23,165.07,A2,Oliver Smith,On Time,1,No,Failed,1
TXN100518,14-09-2025,Bristol Supply Hub,Glasgow,Electronics,Smartphone,Sainsbury Logistics,BATCH-2595,Outbound,145,140,19,0,1176.75,1913.6,D1,Harry Johnson,Delayed,7,Yes,Passed,0
TXN100519,03-05-2026,Liverpool Logistics,Birmingham,Home Appliances,Air Fryer,Sainsbury Logistics,BATCH-9218,Outbound,538,58,18,5,186.09,265.02,D2,George Brown,On Time,2,No,Passed,9
TXN100520,18-10-2025,Newcastle Depot,Manchester,Pharma,Bandages,Tesco Supply Ltd,BATCH-3336,Outbound,90,69,15,6,1196.43,1824.33,A2,Emily Harris,On Time,3,Yes,Passed,14
TXN100521,02-04-2025,Newcastle Depot,Leeds,Pharma,Vitamin Tablets,Prime Wholesale UK,BATCH-5194,Outbound,352,102,4,8,693.93,934.97,B1,Harry Johnson,On Time,2,No,Passed,1
TXN100522,03-05-2026,Manchester Storage,Bristol,Pharma,Cough Syrup,Prime Wholesale UK,BATCH-5306,Inbound,460,229,39,4,531.79,775.74,A1,Noah Wilson,Delayed,10,Yes,Passed,4
TXN100523,09-12-2025,Newcastle Depot,Newcastle,Electronics,Smartphone,Prime Wholesale UK,BATCH-2787,Inbound,434,101,36,12,1025.33,1287.95,B1,Harry Johnson,Delayed,8,No,Passed,24
TXN100524,26-12-2025,Manchester Storage,Leeds,Fashion,Jeans,Prime Wholesale UK,BATCH-1627,Inbound,461,188,4,10,414.2,630.85,D2,George Brown,Slightly Delayed,4,Yes,Passed,10
TXN100525,28-01-2025,London Central Hub,Bristol,Home Appliances,Mixer,Britannia Pharma,BATCH-5129,Inbound,665,409,3,11,948.52,1693.1,A2,George Brown,Slightly Delayed,4,Yes,Passed,8
TXN100526,02-03-2026,Bristol Supply Hub,Glasgow,Fashion,Jacket,Britannia Pharma,BATCH-3695,Inbound,355,251,26,16,260.86,450.02,C2,Amelia Clark,On Time,3,No,Passed,15
TXN100527,12-04-2025,Birmingham Distribution,Glasgow,Home Appliances,Vacuum Cleaner,London Trade Corp,BATCH-1232,Inbound,763,467,22,18,470.02,520.29,D2,George Brown,Delayed,10,No,Passed,10
TXN100528,24-11-2025,Manchester Storage,London,Electronics,Monitor,UK Retail Goods,BATCH-4074,Outbound,319,286,0,14,1132.27,1924.96,B1,Amelia Clark,Delayed,8,Yes,Failed,11
TXN100529,15-09-2025,Manchester Storage,Newcastle,Grocery,Cooking Oil,Prime Wholesale UK,BATCH-7783,Outbound,745,610,0,11,977.47,1086.3,C2,Charlie Davies,Slightly Delayed,5,No,Passed,16
TXN100530,05-10-2025,Leeds Fulfillment,Bristol,Pharma,Paracetamol,Britannia Pharma,BATCH-2625,Inbound,998,200,29,13,450.88,670.43,A2,Harry Johnson,On Time,3,Yes,Passed,19
TXN100531,13-03-2026,Liverpool Logistics,Newcastle,Fashion,Jacket,Northern Supply Chain,BATCH-2875,Inbound,558,122,40,14,606.52,1009.32,D2,Harry Johnson,Slightly Delayed,5,No,Passed,25
TXN100532,26-05-2025,Leeds Fulfillment,Leeds,Fashion,T-Shirt,Northern Supply Chain,BATCH-4957,Inbound,979,860,25,0,1127.84,1858.16,D1,Oliver Smith,Delayed,9,Yes,Passed,0
TXN100533,09-08-2025,Bristol Supply Hub,Liverpool,Grocery,Coffee,Northern Supply Chain,BATCH-1845,Outbound,910,856,33,19,384.38,468.67,B1,Amelia Clark,Delayed,10,Yes,Passed,12
TXN100534,08-03-2026,Leeds Fulfillment,Birmingham,Pharma,Vitamin Tablets,London Trade Corp,BATCH-4338,Inbound,497,138,6,4,607.59,936.91,A2,Oliver Smith,Delayed,7,No,Passed,0
TXN100535,21-08-2025,Glasgow Warehouse,Birmingham,Home Appliances,Vacuum Cleaner,UK Retail Goods,BATCH-4633,Outbound,78,59,34,2,688.29,769.3,B2,Noah Wilson,On Time,3,No,Passed,24
TXN100536,26-02-2025,Manchester Storage,Manchester,Pharma,Paracetamol,Sainsbury Logistics,BATCH-5627,Outbound,331,62,9,20,32.65,58.42,B1,Harry Johnson,On Time,2,Yes,Passed,15
TXN100537,18-04-2025,Bristol Supply Hub,Glasgow,Pharma,Vitamin Tablets,Prime Wholesale UK,BATCH-3639,Inbound,450,71,31,0,499.43,719.46,C1,Oliver Smith,On Time,2,Yes,Passed,21
TXN100538,23-03-2025,Leeds Fulfillment,Manchester,Home Appliances,Mixer,UK Retail Goods,BATCH-1484,Inbound,170,107,22,15,1193.92,1814.75,B1,Noah Wilson,On Time,1,No,Passed,3
TXN100539,21-05-2025,Manchester Storage,Glasgow,Grocery,Rice Pack,Britannia Pharma,BATCH-8652,Outbound,385,90,14,2,874.65,1537.54,D1,Amelia Clark,Slightly Delayed,5,Yes,Passed,8
TXN100540,26-03-2025,Newcastle Depot,Bristol,Grocery,Cooking Oil,Prime Wholesale UK,BATCH-7942,Outbound,753,307,25,3,702.46,1149.59,C2,Harry Johnson,Slightly Delayed,5,No,Passed,13
TXN100541,10-05-2025,Leeds Fulfillment,Glasgow,Grocery,Cereal,Northern Supply Chain,BATCH-1490,Inbound,411,211,40,2,542.04,933.73,B1,Charlie Davies,Delayed,9,No,Passed,25
TXN100542,05-01-2025,London Central Hub,Glasgow,Grocery,Coffee,UK Retail Goods,BATCH-8624,Outbound,301,57,13,11,449.5,739.72,B2,Harry Johnson,On Time,2,No,Passed,9
TXN100543,21-10-2025,Bristol Supply Hub,Bristol,Home Appliances,Vacuum Cleaner,London Trade Corp,BATCH-6244,Inbound,589,242,6,17,337.27,514.52,B2,Oliver Smith,On Time,2,No,Failed,15
TXN100544,02-05-2025,Leeds Fulfillment,London,Electronics,Smartphone,Tesco Supply Ltd,BATCH-8565,Outbound,481,81,7,14,209.51,278.4,B1,Amelia Clark,Delayed,7,Yes,Passed,17
TXN100545,06-01-2026,Glasgow Warehouse,Glasgow,Home Appliances,Mixer,Northern Supply Chain,BATCH-2306,Outbound,395,350,1,2,566.52,952.26,D2,Oliver Smith,Delayed,7,No,Passed,9
TXN100546,25-01-2025,Birmingham Distribution,Manchester,Fashion,T-Shirt,London Trade Corp,BATCH-8138,Inbound,919,676,7,11,1125.56,1319.07,B1,Harry Johnson,Slightly Delayed,4,Yes,Passed,23
TXN100547,16-05-2025,Bristol Supply Hub,Leeds,Pharma,Paracetamol,Sainsbury Logistics,BATCH-3257,Outbound,754,73,16,1,137.41,242.25,A2,George Brown,On Time,2,No,Passed,4
TXN100548,15-05-2026,Newcastle Depot,Liverpool,Home Appliances,Air Fryer,ASDA Distribution,BATCH-5322,Outbound,702,477,7,16,635.47,956.08,A2,Charlie Davies,Delayed,8,Yes,Passed,21
TXN100549,07-04-2025,Glasgow Warehouse,Liverpool,Grocery,Rice Pack,London Trade Corp,BATCH-6108,Outbound,126,83,3,6,20.69,25.89,B1,Harry Johnson,Delayed,7,Yes,Passed,7
TXN100550,23-05-2025,Leeds Fulfillment,Manchester,Pharma,Bandages,Sainsbury Logistics,BATCH-8552,Inbound,513,464,39,16,247.61,341.74,A2,Noah Wilson,On Time,2,Yes,Passed,14
TXN100551,13-02-2025,Liverpool Logistics,Birmingham,Grocery,Coffee,Northern Supply Chain,BATCH-9227,Outbound,79,50,33,14,425.59,503.4,C2,Oliver Smith,Delayed,9,No,Passed,8
TXN100552,22-05-2025,Newcastle Depot,Bristol,Pharma,Paracetamol,ASDA Distribution,BATCH-1817,Inbound,100,68,27,6,356.34,492.42,A2,Noah Wilson,Delayed,10,Yes,Passed,1
TXN100553,25-12-2025,Bristol Supply Hub,Bristol,Electronics,Keyboard,ASDA Distribution,BATCH-4602,Outbound,322,142,4,17,125.73,158.23,D2,Noah Wilson,Delayed,10,Yes,Passed,25
